product_category,product_name,model_number,description,,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Rocket,HS265-745,"Sleekly styled satin nickel steel shade.  Includes (1) 35 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Hover,HS381-746,"Floating glass disc with bronze or satin nickel plated body.  Includes (1) 50 watt low-voltage GU5.3 base MR16 lamp and 6' of field-cuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Fiona,HS590-747,"Modern round fabric shade with glass diffuser.  Includes (2) 35 watt low-voltage GY6.35 base Xenon bi-pin lamps and 6' of fieldcuttable suspension cable. For use with 24 volt transformer, add suffix ""-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tube 1,HS2931-748,"Borosilicate glass tubes suspended on metal rods.  Overall length of 40"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (1) 35 watt low-voltage GY6.35 base bi-pin lamp.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tube 2,HS2932-749,"Borosilicate glass tubes suspended on metal rods.  Overal length of 72"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (2) 35 watt low-voltage GY6.35 base bi-pin lamps.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE PENDANTS,Tube 3,HS2933-750,"Borosilicate glass tubes suspended on metal rods.  Overall length of 104"" is field-cuttable for shorter lengths. Please consult factory for custom lengths. Includes (3) 35 watt low-voltage GY6.35 base bi-pin lamps.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Auri,HD852-751,"Ultra-modern consumer electronics inspire the futuristic robotic appearance of the Auri light head from LBL Lighting. This light fixture features a powerful oval-shaped LED light source optimized through use of an internal reflector.  Rotates 360°, pivots 350°. Includes (1) 8 watt 610 lumen 80 CRI 3000K LED module.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Swing,HD503-752,"Art Deco-inspired head with multiple accessory options and proprietary 6 watt LED module.  The screw base lamp module is easily replaced in the field, though it uses a dedicated base. The heat sink remains with the fixture minimizing any waste at the end of life. Rotates 360°, pivots 90°. Accessory required. Compatible accessories (sold separately, below): Mini-Rock Candy, Onyx Cone, Sigma, and Voti Accessories.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Vent,HD475-753,"Sleek head with multiple accessory options; rotates 360°, pivots 90°.  Includes removeable handle and Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers). Accessory required. Compatible accessories (sold separately): Mini-Rock Candy, Onyx Cone, Sigma, and Voti Accessories.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Modo,HD474-754,"Modern head with multiple accessory options; rotates 360°, pivots 90°.  Can hold up to two lenses or louvers (sold separately). Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers). Optional accessories (sold separately): Modo Glass Shield and Modo Metal Shield Accessories.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Merlino Swivel II,HA300-755,"Frosted glass cylinder.  Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Bare  Swivel II,HAMR16-756,"Bare MR16 lamp swivel head  Includes (1) 50 watt Constant CRI Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Twin Spot Swivel,HE382-757,"Two independent MR16 swivel heads double the beam direction and illumination versatility.  Each head pivots 340°, and the entire assembly rotates 360°. Includes (2) 35 watt Halogen low-voltage GU5.3 base MR16 lamps. For use with 24 volt transformer, add suffix “-24"" to item number.",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Shield Swivel I,HB295-758,"Shade in bronze, frosted borosilicate glass or anodized aluminum in silver or black.  Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Bare  Swivel I,HBMR16-759,"Bare MR16 lamp swivel head.  Includes (1) 50 watt Constant CRI Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Orbit Swivel I,HB273-760,"Satin nickel or bronze steel reflector.  Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Rev Swivel,HE441-761,"Simple cylinder swivel.  Swivels 360°; head tilts 90°. Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Mini-Dome I Swivel I,HB325-762,"Small, elegant transparent glass.  Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix “-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Apex Swivel,HD162-763,"Swivels 360°; head tilts 210° in yolk.   Includes (1) 50 watt Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. Holds up to two lenses or louvers (not included). For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Bare  Apollo Swivel I,HDMR16-764,"Adjustable head rotates 360°, pivots 260° to direct the beam.  Includes (1) 50 watt Constant CRI Halogen or 6 watt LED low-voltage GU5.3 base MR16 lamp. For use with 24 volt transformer, add suffix ""-24"" to item number (LED lamp option not compatible with 24 volt transformers).",,,
TWO CIRCUIT MONORAIL LOW-VOLTAGE HEADS,Puck Swivel,HE437-765,Swivel head swivels 360° around stem and pivots 180°.  Includes (1) 50 watt low-voltage AR111 lamp. (AR111 lamps are low-voltage halogen products ideal for display and accent lighting applications.) 12 volt only.,,,
FUSION JACK,FSJ 12v Track Adapter to fit Halo and Juno,3TRH009-FJ--766,Allows Fusion Jack elements to be track-adapted.  Fits Halo* and Juno* single-circuit track. 75W 120V IN/12V OUT electronic transformer housed in black or white casing. Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,FSJ 12v Track Adapter to fit Halo and Juno LED,3TRH009-FJ--767,Allows Fusion Jack LED elements to be track-adapted.  Fits Lightolier* single-circuit track. 60W 120V IN/12V LED OUT electronic transformer housed in black or white casing. Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,FSJ 12v Track Adapter to fit Lightolier,3TRL009-FJ--768,Allows Fusion Jack elements to be track-adapted.  Fits Halo* and Juno* single-circuit track. 75W 120V IN/12V OUT electronic transformer housed in black or white casing. Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,FSJ 12v Track Adapter to fit Lightolier LED,3TRL009-FJ--769,Allows Fusion Jack LED elements to be track-adapted.  Fits Lightolier* single-circuit track. 60W 120V IN/12V LED OUT electronic transformer housed in black or white casing. Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,"FSJ Recessed Can Adapter 6""",CK001A-FJ--770,"Used to adapt a Fusion Jack Mini Pendant or Head to an existing recessed can (downlight).  Mounts to any recessed can that is 6.25"" 6.50"" in diameter and has ""C"" shaped hooks on the inside can wall. 12V, 60w electronic transformer (included) fits neatly into the can. Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,"FSJ Recessed Can Adapter 6"" LED",CK001A-FJ--771,"Used to adapt a Fusion Jack Mini Pendant or Head to an existing recessed can (downlight).  Mounts to any recessed can that is 6.25"" 6.50"" in diameter and has ""C"" shaped hooks on the inside can wall. 12V, 60w electronic transformer (included) fits neatly into the can. Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,"Fusion Jack 1.5"" Low Profile Canopy",CK001P-FJ--772,Mounts to special mating cylindrical electrical box (included).  Female Fusion Jack port installed. Low-voltage remote transformer required (sold separately).,,,
FUSION JACK,"Fusion Jack 4"" Round Dome Flush Canopy w/Vault Adapter",CK001B-FJV--773,Mounts to standard 4' electrical box with round plaster ring (provided by electrician).  Low-voltage 60w electronic transformer (included) neatly fits into electrical box. Female Fusion Jack port slopes up to 45 degrees for use on vaulted ceilings. Order elements as FSJ.,,,
FUSION JACK,"Fusion Jack 4"" Round Dome Flush Canopy w/Vault Adapter LED",CK001B-FJV--774,Mounts to standard 4' electrical box with round plaster ring (provided by electrician).  Low-voltage 60w electronic transformer (included) neatly fits into electrical box. Female Fusion Jack port slopes up to 45 degrees for use on vaulted ceilings. Order elements as FSJ.,,,
FUSION JACK,"Fusion Jack Canopy 12.75"" 3 Light Round",CK003B-FJ--775,"Three light round canopy.  Compatible with any low voltage LBL Fusion Jack pendants, curlys or swivel heads.",,,
FUSION JACK,"Fusion Jack Canopy 12.75"" 3 Light Round LED",CK003B-FJ--776,Three light round canopy.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads.,,,
FUSION JACK,"Fusion Jack Canopy 2.75"" Round",CK001I-FJ2--777,"Mounts to special mating electrical box (included) that accepts recessed 12V, 60w electronic transformer (included).  Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,"Fusion Jack Canopy 2.75"" Round LED",CK001I-FJ2--778,"Mounts to special mating electrical box (included) that accepts recessed 12V, 60w electronic transformer (included).  Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,Fusion Jack Canopy 3 Light Rectangle,CK003R-FJ--779,"Three light rectangle canopy.  Compatible with any low voltage LBL Fusion Jack pendants, curlys or swivel heads.",,,
FUSION JACK,Fusion Jack Canopy 3 Light Rectangle LED,CK003R-FJ--780,Three light rectangle canopy.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads.,,,
FUSION JACK,Fusion Jack Canopy 3 Light Rectangle Long,CK003RL-FJ--781,"3-light rectangular metal canopy accented with solid wood or metal detail (also available in LED).  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
FUSION JACK,Fusion Jack Canopy 3 Light Rectangle Long LED,CK003RL-FJ--782,"3-light rectangular metal canopy accented with solid wood or metal detail.  Compatible with all low-voltage LBL Fusion Jack pendants and swivel heads. Note: minimum 12"" clearance between canopy and top of pendant or head is required.",,,
FUSION JACK,Fusion Jack Canopy 4 Light Square,CK004S-FJ--783,"Four light square canopy.  Compatible with any low voltage LBL Fusion Jack pendants, curlys or swivel heads.",,,
FUSION JACK,Fusion Jack Canopy 4 Light Square LED,CK004S-FJ--784,Four light square canopy.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads.,,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Dome",CK001B-FJ--785,Used when the junction box does not have enough room for recessing a 60w electronic transformer (included).  Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Dome LED",CK001B-FJ--786,Used when the junction box does not have enough room for recessing a 60w electronic transformer (included).  Female Fusion Jack port installed. Order elements as FSJ.,,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Flush",CK001I-FJ--787,"Mounts to standard 4"" electrical box.  12V, 60w electronic transformer (included) neatly fits into junction box. This is standard with MPT mount elements. Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Flush LED",CK001I-FJ--788,"Mounts to standard 4"" electrical box.  12V, 60w electronic transformer (included) neatly fits into junction box. This is standard with MPT mount elements. Female Fusion Jack port installed. Order elements as FSJ.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Flush Wood",CK001WR-FJ--789,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall. MIMIMUM 12"" DROP LENGTH FOR PENDANTS AND HEADS.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Round Flush Wood LED",CK001WR-FJ--790,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall. MIMIMUM 12"" DROP LENGTH FOR PENDANTS AND HEADS.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Square Flush",CK001S-FJ--791,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Square Flush LED",CK001S-FJ--792,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Square Flush Wood",CK001WS-FJ--793,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall. MIMIMUM 12"" DROP LENGTH FOR PENDANTS AND HEADS.",,,
FUSION JACK,"Fusion Jack Canopy 4"" Square Flush Wood LED",CK001WS-FJ--794,"Mounts to a standard 4"" junction box with round plaster ring (provided by electrician).  Electronic transformer (included) fits in junction box. One Fusion Jack port; for ceiling or wall. MIMIMUM 12"" DROP LENGTH FOR PENDANTS AND HEADS.",,,
FUSION JACK,Fusion Jack Canopy 5 Light Round,CK005B-FJ--795,"Five light canopy.  Compatible with any low voltage LBL Fusion Jack pendants, curlys or swivel heads.",,,
FUSION JACK,Fusion Jack Canopy 5 Light Round LED,CK005B-FJ--796,Five light canopy.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads.,,,
FUSION JACK,Fusion Jack Canopy 7 Light Round,CK007B-FJ--797,"Seven light round canopy.  Compatible with any low voltage LBL Fusion Jack pendants, curlys or swivel heads.",,,
FUSION JACK,Fusion Jack Canopy 7 Light Round LED,CK007B-FJ--798,Seven light round canopy.  Compatible with all low voltage LBL 12 volt LED Fusion Jack pendants. Consult factory for use with 12 volt LED Fusion Jack Heads.,,,
FUSION JACK,Fusion Jack Male Coaxial Adapter,FJ-JACK--799,This part is included with every FSJ (coaxial hung) mini-pendant.,,,
FUSION JACK,Masonary Screw,SCW-MASONRY-A-800,Screw for mounting into concrete.,,,
FUSION JACK,Monorail Remote Electronic Transformer 150w 120v/12v DC,TRANS-RMTE-150-801,"This remote electronic transformer converts standard 120v line-voltage to 12v, providing the necessaryvage for powering a Monorail, Wall Monorail, LED Illuminated Monorail, LED Illuminated Wall Monorail or Fusion Jack low-voltage lighting system.  This remote electronic transformer can be used to power lamps totalling up to 150w and is equipped with fast-acting short circuit and overload protection that will safely turn off the system should a short occur. Once the short is removed, the unit can be reset by simply flipping the wall switch off and back on. Dimmable with a 600w low-voltage electronic dimmer.",,,
